Can't Hold Us
Macklemore & Ryan Lewis
Ray Dalton
Hip-Hop
cant_hold_us
1025x2584
2584

5.99784470978193e-06|961|0
4.5668959501199424e-05|963|1
8.489074389217421e-05|949|2
8.949823677539825e-05|800|3
0.00010144284169655293|792|4
9.277425851905718e-05|895|5
0.019487805664539337|44|6
0.7572196125984192|61|7
5.322052001953125|61|8
31.832788467407227|13|9
55.59172058105469|11|10
40.21608352661133|10|11
30.04299545288086|15|12
35.1521110534668|15|13
20.977294921875|16|14
19.844623565673828|9|15
16.902267456054688|9|16
18.111570358276367|9|17
12.483153343200684|9|18
12.256064414978027|7|19
12.711467742919922|8|20
16.011451721191406|581|21
12.642735481262207|581|22
9.171029090881348|7|23
7.55406379699707|7|24
6.396932601928711|7|25
9.42155933380127|32|26
34.02131271362305|11|27
46.66364288330078|11|28
34.244510650634766|5|29
34.485107421875|11|30
22.839521408081055|17|31
19.046321868896484|19|32
19.822420120239258|19|33
15.480389595031738|9|34
10.688294410705566|21|35
13.145662307739258|7|36
16.114702224731445|7|37
17.57890510559082|8|38
14.535771369934082|8|39
13.275169372558594|7|40
14.050524711608887|8|41
9.742236137390137|8|42
7.828714847564697|9|43
11.659090995788574|9|44
25.294580459594727|23|45
37.61178207397461|6|46
35.03972244262695|5|47
34.95470428466797|4|48
35.49106979370117|5|49
34.80461883544922|9|50
36.7156867980957|9|51
26.42992401123047|9|52
17.225250244140625|9|53
12.016115188598633|9|54
8.739112854003906|8|55
7.365911483764648|20|56
8.578193664550781|8|57
7.625438213348389|7|58
8.194289207458496|8|59
6.302279949188232|15|60
6.4009480476379395|15|61
16.42323112487793|30|62
28.487537384033203|7|63
39.35671615600586|7|64
32.80451965332031|21|65
25.562946319580078|9|66
22.70040512084961|8|67
17.790122985839844|5|68
15.269647598266602|10|69
12.823216438293457|21|70
11.560880661010742|13|71
8.928596496582031|13|72
7.6431756019592285|12|73
9.388495445251465|20|74
13.794498443603516|9|75
15.75621223449707|10|76
9.964035034179688|10|77
8.779654502868652|10|78
10.846817016601562|10|79
34.14573669433594|10|80
65.62289428710938|11|81
48.0637092590332|11|82
34.676570892333984|9|83
28.6993465423584|9|84
21.782751083374023|12|85
20.926340103149414|11|86
16.746021270751953|11|87
12.892918586730957|10|88
9.183319091796875|7|89
11.279714584350586|8|90
13.291190147399902|8|91
8.480165481567383|20|92
13.251124382019043|9|93
13.186973571777344|9|94
10.950011253356934|10|95
7.600351333618164|10|96
10.367147445678711|19|97
35.00599670410156|18|98
32.63983917236328|6|99
35.603145599365234|5|100
34.85714340209961|4|101
36.564910888671875|5|102
27.430850982666016|5|103
17.236116409301758|5|104
13.34566593170166|5|105
12.405540466308594|9|106
10.847376823425293|66|107
16.448566436767578|63|108
22.249305725097656|65|109
27.116430282592773|65|110
15.579330444335938|66|111
14.273709297180176|57|112
10.783548355102539|57|113
5.36529541015625|60|114
17.15110969543457|60|115
38.43049621582031|10|116
33.3544921875|11|117
37.38589859008789|5|118
35.31150817871094|5|119
31.49819564819336|10|120
24.720003128051758|9|121
16.032196044921875|9|122
16.014278411865234|9|123
14.462937355041504|9|124
8.707883834838867|8|125
8.326473236083984|7|126
11.564111709594727|59|127
9.476635932922363|55|128
10.025561332702637|57|129
13.47408390045166|59|130
13.356550216674805|59|131
12.845748901367188|59|132
30.038660049438477|12|133
46.14872360229492|13|134
31.488372802734375|25|135
28.36338233947754|24|136
21.782228469848633|9|137
22.71601676940918|5|138
22.466463088989258|5|139
19.766525268554688|9|140
15.315162658691406|7|141
12.141332626342773|8|142
15.415657997131348|10|143
15.183262825012207|8|144
17.55851173400879|8|145
20.61220932006836|60|146
19.130403518676758|152|147
18.166688919067383|153|148
10.79300594329834|152|149
19.41785430908203|30|150
46.161224365234375|29|151
57.191497802734375|29|152
55.97688674926758|29|153
39.533390045166016|29|154
25.321901321411133|29|155
22.417236328125|8|156
18.55309295654297|5|157
16.8394718170166|8|158
10.26199722290039|9|159
12.783211708068848|14|160
11.370616912841797|8|161
14.229068756103516|8|162
15.355944633483887|581|163
12.041374206542969|581|164
7.0095977783203125|593|165
5.4355998039245605|10|166
6.720776081085205|10|167
19.078397750854492|70|168
41.4105339050293|10|169
43.96556854248047|8|170
34.38206100463867|5|171
36.295475006103516|11|172
38.07527542114258|10|173
20.940359115600586|9|174
22.32122802734375|9|175
18.47105598449707|9|176
12.415704727172852|7|177
19.37630844116211|29|178
24.40561866760254|29|179
18.316892623901367|29|180
17.289182662963867|29|181
31.619766235351562|29|182
39.52028274536133|29|183
28.65327262878418|29|184
27.37950325012207|29|185
36.81423568725586|29|186
43.70244216918945|17|187
40.56907653808594|17|188
32.696144104003906|7|189
34.216182708740234|4|190
34.69286346435547|5|191
38.139015197753906|9|192
34.09675979614258|9|193
24.25909996032715|9|194
15.544768333435059|9|195
11.45154094696045|10|196
7.338784217834473|12|197
6.664332389831543|9|198
6.685328483581543|5|199
8.38308334350586|8|200
9.446304321289062|8|201
5.505011558532715|7|202
10.780426979064941|54|203
27.419424057006836|26|204
43.02595520019531|7|205
38.62705993652344|6|206
27.814733505249023|7|207
32.218143463134766|8|208
22.72124671936035|8|209
19.943798065185547|19|210
14.373000144958496|20|211
16.50986671447754|21|212
24.211917877197266|29|213
